2023-07-07 09:12:22,005 ERROR 	 com.ridonit.alm.controller.AlmApiRootController [http-nio-8089-exec-1] (26):	 ERROR Message
2023-07-07 09:17:32,511 INFO 	 org.springframework.orm.jpa.AbstractEntityManagerFactoryBean [SpringApplicationShutdownHook] (651):	 Closing JPA EntityManagerFactory for persistence unit 'default'
2023-07-07 09:17:32,512 INFO 	 org.hibernate.tool.schema.internal.SchemaDropperImpl$DelayedDropActionImpl [SpringApplicationShutdownHook] (526):	 HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
2023-07-07 09:17:32,516 INFO 	 com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] (350):	 HikariPool-1 - Shutdown initiated...
2023-07-07 09:17:32,522 INFO 	 com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] (352):	 HikariPool-1 - Shutdown completed.
2023-07-07 12:11:52,539 INFO 	 org.springframework.boot.StartupInfoLogger [main] (55):	 Starting AlmMapperApplicationTests using Java 13.0.2 on LAP-DELL7490-02 with PID 19544 (started by Hauke in C:\Users\hauke\cup\dev\alm-mapper)
2023-07-07 12:11:52,541 DEBUG 	 org.springframework.boot.StartupInfoLogger [main] (56):	 Running with Spring Boot v2.5.6, Spring v5.3.12
2023-07-07 12:11:52,547 INFO 	 org.springframework.boot.SpringApplication [main] (659):	 No active profile set, falling back to default profiles: default
2023-07-07 12:11:52,550 INFO 	 org.hibernate.validator.internal.util.Version [background-preinit] (21):	 HV000001: Hibernate Validator 6.2.0.Final
2023-07-07 12:11:53,579 INFO 	 org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] (132):	 Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-07-07 12:11:53,603 INFO 	 org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] (201):	 Finished Spring Data repository scanning in 11 ms. Found 0 JPA repository interfaces.
2023-07-07 12:11:55,072 INFO 	 com.zaxxer.hikari.HikariDataSource [main] (110):	 HikariPool-1 - Starting...
2023-07-07 12:11:55,416 INFO 	 com.zaxxer.hikari.HikariDataSource [main] (123):	 HikariPool-1 - Start completed.
2023-07-07 12:11:55,546 INFO 	 org.hibernate.jpa.internal.util.LogHelper [main] (31):	 HHH000204: Processing PersistenceUnitInfo [name: default]
2023-07-07 12:11:55,633 INFO 	 org.hibernate.Version [main] (44):	 HHH000412: Hibernate ORM core version 5.4.32.Final
2023-07-07 12:11:55,867 INFO 	 org.hibernate.annotations.common.reflection.java.JavaReflectionManager [main] (56):	 HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2023-07-07 12:11:56,126 INFO 	 org.hibernate.dialect.Dialect [main] (175):	 HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2023-07-07 12:11:56,546 INFO 	 org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] (52):	 HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-07-07 12:11:56,560 INFO 	 org.springframework.orm.jpa.AbstractEntityManagerFactoryBean [main] (437):	 Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-07-07 12:11:57,148 WARN 	 org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] (219):	 spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-07-07 12:11:58,210 INFO 	 org.springframework.boot.StartupInfoLogger [main] (61):	 Started AlmMapperApplicationTests in 6.155 seconds (JVM running for 7.429)
2023-07-07 12:11:58,697 INFO 	 org.springframework.orm.jpa.AbstractEntityManagerFactoryBean [SpringApplicationShutdownHook] (651):	 Closing JPA EntityManagerFactory for persistence unit 'default'
2023-07-07 12:11:58,698 INFO 	 org.hibernate.tool.schema.internal.SchemaDropperImpl$DelayedDropActionImpl [SpringApplicationShutdownHook] (526):	 HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
2023-07-07 12:11:58,703 INFO 	 com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] (350):	 HikariPool-1 - Shutdown initiated...
2023-07-07 12:11:58,712 INFO 	 com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] (352):	 HikariPool-1 - Shutdown completed.
2023-07-07 12:22:14,162 INFO 	 org.springframework.boot.StartupInfoLogger [main] (55):	 Starting AlmMapperApplicationTests using Java 13.0.2 on LAP-DELL7490-02 with PID 12104 (started by Hauke in C:\Users\hauke\cup\dev\alm-mapper)
2023-07-07 12:22:14,164 DEBUG 	 org.springframework.boot.StartupInfoLogger [main] (56):	 Running with Spring Boot v2.5.6, Spring v5.3.12
2023-07-07 12:22:14,167 INFO 	 org.springframework.boot.SpringApplication [main] (659):	 No active profile set, falling back to default profiles: default
